"phase","implemented","rule name","rule content","spec location","compiler location"
"Phase 4 - Lower and Emit","missing","Prim-Reactor-Run","**(Prim-Reactor-Run)**
? ? ReactorRun(v_reactor, f) ? r
????????????????????????????????????????????????????????????????????????????
? ? PrimCall(`Reactor`, `run`, v_reactor, [f]) ? Val(r)","CursiveSpecification.md:28148-28151",""
"Phase 4 - Lower and Emit","complete","Prim-Reactor-Register","**(Prim-Reactor-Register)**
? ? ReactorRegister(v_reactor, f) ? h
????????????????????????????????????????????????????????????????????????????
? ? PrimCall(`Reactor`, `register`, v_reactor, [f]) ? Val(h)","CursiveSpecification.md:28153-28156","/mnt/c/dev/cursive/cursive/src/05_codegen/intrinsics/builtins.cpp:578; /mnt/c/dev/cursive/cursive/src/05_codegen/intrinsics/builtins.cpp:925; /mnt/c/dev/cursive/cursive/runtime/src/concurrency/parallel.c:978"
"Phase 4 - Lower and Emit","complete","Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.7 Backend Requirements paragraph @28160","This section owns the backend-specific LLVM requirements, IR declaration/instruction lowering, binding storage, ABI call lowering, vtable/literal emission, and poisoning instrumentation used by Chapter 24.","CursiveSpecification.md:28160","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3018; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3339; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4626; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7302; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7331; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18890"
"Phase 4 - Lower and Emit","complete","LLVMHeader","LLVMHeader = [TargetDataLayout(LLVMDataLayout), TargetTriple(LLVMTriple)]","CursiveSpecification.md:28164","/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:58; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:63; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:66"
"Phase 4 - Lower and Emit","complete","AddrSpace(T)","AddrSpace(T) =
 0                if T = TypePtr(U, s)
 0                if T = TypeRawPtr(q, U)
 0                if T = TypeFunc(params, R)
 AddrSpace(U)     if T = TypePerm(p, U) ? AddrSpace(U) defined
 ?                otherwise","CursiveSpecification.md:28168-28173","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2355; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2379; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2412"
"Phase 4 - Lower and Emit","complete","LLVMPtrTy(T)","LLVMPtrTy(T) = `ptr addrspace(AddrSpace(T))` when AddrSpace(T) defined","CursiveSpecification.md:28175","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:75; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2355"
"Phase 4 - Lower and Emit","complete","LLVMAttrJudg","LLVMAttrJudg = {PtrStateOf(T) = s, LLVMPtrAttrs(T) ? A, LLVMArgAttrs(T) ? A}","CursiveSpecification.md:28179","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:65; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:80; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:128"
"Phase 4 - Lower and Emit","complete","PtrStateOf-Perm","**(PtrStateOf-Perm)**
PtrStateOf(T) = s
????????????????????????????????????????????
PtrStateOf(TypePerm(p, T)) = s","CursiveSpecification.md:28181-28184","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:49; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:50; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:65"
"Phase 4 - Lower and Emit","complete","LLVM-PtrAttrs-Valid","**(LLVM-PtrAttrs-Valid)**
StripPerm(T) = TypePtr(U, `Valid`)
???????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMPtrAttrs(T) ? {`nonnull`, `dereferenceable`(sizeof(U)), `align`(alignof(U)), `noundef`}","CursiveSpecification.md:28186-28189","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:115; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:194; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_call.cpp:158; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3673; C:/Dev/Cursive/cursive/src/05_codegen/llvm/emit/module_emit.cpp:261; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:348"
"Phase 4 - Lower and Emit","complete","LLVM-PtrAttrs-Other","**(LLVM-PtrAttrs-Other)**
StripPerm(T) = TypePtr(U, s)    s ? {?, `Null`, `Expired`}
????????????????????????????????????????????????????????????????????????
? ? LLVMPtrAttrs(T) ? ?","CursiveSpecification.md:28191-28194","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:91; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:92"
"Phase 4 - Lower and Emit","complete","LLVM-PtrAttrs-RawPtr","**(LLVM-PtrAttrs-RawPtr)**
StripPerm(T) = TypeRawPtr(q, U)
????????????????????????????????????????????????
? ? LLVMPtrAttrs(T) ? ?","CursiveSpecification.md:28196-28199","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:95; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:96"
"Phase 4 - Lower and Emit","complete","LLVM-ArgAttrs-Ptr","**(LLVM-ArgAttrs-Ptr)**
LLVMArgAttrsPtr(T) = (PermOf(T) = `unique` Sigma {`noalias`} : ?) ? (PermOf(T) = `const` Sigma {`readonly`} : ?)
StripPerm(T) ? {TypePtr(_, _), TypeFunc(_, _)}
??????????????????????????????????????????????????????????????
? ? LLVMArgAttrs(T) ? LLVMArgAttrsPtr(T)","CursiveSpecification.md:28201-28205","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:137; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:141; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:145"
"Phase 4 - Lower and Emit","complete","LLVM-ArgAttrs-RawPtr","**(LLVM-ArgAttrs-RawPtr)**
StripPerm(T) = TypeRawPtr(_, _)
??????????????????????????????????????????????
? ? LLVMArgAttrs(T) ? ?","CursiveSpecification.md:28207-28210","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:148; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:149"
"Phase 4 - Lower and Emit","complete","LLVM-ArgAttrs-NonPtr","**(LLVM-ArgAttrs-NonPtr)**
StripPerm(T) ? {TypePtr(_, _), TypeRawPtr(_, _), TypeFunc(_, _)}
??????????????????????????????????????????????????????????????????????
? ? LLVMArgAttrs(T) ? ?","CursiveSpecification.md:28212-28215","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:152"
"Phase 4 - Lower and Emit","complete","Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.7 Backend Requirements > 24.7.3 LLVM Attribute Mapping paragraph @28217","NoEscapeParam(x) predicate","CursiveSpecification.md:28217","C:/Dev/Cursive/cursive/include/05_codegen/llvm/llvm_attr.h:106-107; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:159-176; C:/Dev/Cursive/cursive/src/05_codegen/llvm/emit/module_emit.cpp:221-263"
"Phase 4 - Lower and Emit","complete","NoEscapeParam(x)","NoEscapeParam(x) ? false","CursiveSpecification.md:28218","C:/Dev/Cursive/cursive/include/05_codegen/llvm/llvm_attr.h:106-107; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:159-176"
"Phase 4 - Lower and Emit","complete","OptArgAttrs(x)","OptArgAttrs(x) ? {`nocapture`} ? (`nocapture` ? OptArgAttrs(x) ? NoEscapeParam(x))","CursiveSpecification.md:28219","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:159; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:162; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:168"
"Phase 4 - Lower and Emit","complete","LLVMArgAttrsExt(x, T)","LLVMArgAttrsExt(x, T) = LLVMArgAttrs(T) ? OptArgAttrs(x)","CursiveSpecification.md:28220","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:162; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_attr.cpp:168"
"Phase 4 - Lower and Emit","missing","LLVMInstrs(LLVMIR)","LLVMInstrs(LLVMIR) = [i_0, ?, i_n]","CursiveSpecification.md:28224",""
"Phase 4 - Lower and Emit","missing","Opcode(i)","Opcode(i) = op","CursiveSpecification.md:28225",""
"Phase 4 - Lower and Emit","missing","UsesOpcode(LLVMIR, op)","UsesOpcode(LLVMIR, op) ? ? i ? LLVMInstrs(LLVMIR). Opcode(i) = op","CursiveSpecification.md:28226",""
"Phase 4 - Lower and Emit","missing","Intrinsic(i)","Intrinsic(i) = name","CursiveSpecification.md:28227",""
"Phase 4 - Lower and Emit","missing","UsesIntrinsic(LLVMIR, name)","UsesIntrinsic(LLVMIR, name) ? ? i ? LLVMInstrs(LLVMIR). Intrinsic(i) = name","CursiveSpecification.md:28228",""
"Phase 4 - Lower and Emit","incorrect","NoUndefPoison(LLVMIR)","NoUndefPoison(LLVMIR) ? ? UsesOpcode(LLVMIR, `undef`) ? ? UsesOpcode(LLVMIR, `poison`)","CursiveSpecification.md:28229","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:20809"
"Phase 4 - Lower and Emit","complete","NoNSWNUW(LLVMIR)","NoNSWNUW(LLVMIR) ? ? UsesOpcode(LLVMIR, `nsw`) ? ? UsesOpcode(LLVMIR, `nuw`)","CursiveSpecification.md:28230","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10031; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10036; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10041"
"Phase 4 - Lower and Emit","incorrect","CheckedOverflow(LLVMIR)","CheckedOverflow(LLVMIR) ? ? UsesOpcode(LLVMIR, `add`) ? ? UsesOpcode(LLVMIR, `sub`) ? ? UsesOpcode(LLVMIR, `mul`) ? UsesIntrinsic(LLVMIR, `llvm.*.with.overflow`)","CursiveSpecification.md:28231","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10031; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10036; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10041"
"Phase 4 - Lower and Emit","incorrect","CheckedDivRem(LLVMIR)","CheckedDivRem(LLVMIR) ? UsesIntrinsic(LLVMIR, `llvm.sdiv.with.check`) ? UsesIntrinsic(LLVMIR, `llvm.udiv.with.check`)","CursiveSpecification.md:28232","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10139; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10146"
"Phase 4 - Lower and Emit","incorrect","CheckedShifts(LLVMIR)","CheckedShifts(LLVMIR) ? UsesIntrinsic(LLVMIR, `llvm.shift.with.check`)","CursiveSpecification.md:28233","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10201; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10205"
"Phase 4 - Lower and Emit","incorrect","FrozenPoisonUses(LLVMIR)","FrozenPoisonUses(LLVMIR) ? UsesOpcode(LLVMIR, `freeze`)","CursiveSpecification.md:28234","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:260; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:287; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:305; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10031; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10139; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10201"
"Phase 4 - Lower and Emit","incorrect","InboundsGEP(LLVMIR)","InboundsGEP(LLVMIR) ? ? UsesOpcode(LLVMIR, `getelementptr inbounds`) ? UsesOpcode(LLVMIR, `gep.inbounds.checked`)","CursiveSpecification.md:28235","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:844; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:20780"
"Phase 4 - Lower and Emit","incorrect","LLVMUBSafe(LLVMIR)","LLVMUBSafe(LLVMIR) ? NoUndefPoison(LLVMIR) ? CheckedOverflow(LLVMIR) ? CheckedDivRem(LLVMIR) ? CheckedShifts(LLVMIR) ? FrozenPoisonUses(LLVMIR) ? InboundsGEP(LLVMIR) ? NoNSWNUW(LLVMIR)","CursiveSpecification.md:28236","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10031; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:10139; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:20780; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:20809"
"Phase 4 - Lower and Emit","complete","Memmove(dst, src, n)","Memmove(dst, src, n) = [`call` `llvm.memmove`(dst, src, n)]
MemcpyOverlapUnknown(dst, src, n) predicate","CursiveSpecification.md:28240-28241","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:339; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:341; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:363"
"Phase 4 - Lower and Emit","incorrect","MemcpyOverlapUnknown(dst, src, n)","MemcpyOverlapUnknown(dst, src, n) ? true","CursiveSpecification.md:28242","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6014; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6863"
"Phase 4 - Lower and Emit","incorrect","MemcpyAllowed(dst, src, n)","MemcpyAllowed(dst, src, n) ? ? MemcpyOverlapUnknown(dst, src, n)","CursiveSpecification.md:28243","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6014; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6863"
"Phase 4 - Lower and Emit","incorrect","AggMemcpy(dst, src, n)","AggMemcpy(dst, src, n) =
 Memcpy(dst, src, n)     if MemcpyAllowed(dst, src, n)
 Memmove(dst, src, n)    otherwise","CursiveSpecification.md:28244-28246","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:339; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:341; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6014; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6863"
"Phase 4 - Lower and Emit","complete","AggZero(dst, n)","AggZero(dst, n) = Memset(dst, 0, n)","CursiveSpecification.md:28247","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:5920; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:5922; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6836; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:6837; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_ub_safe.cpp:352"
"Phase 4 - Lower and Emit","missing","LifetimeOpt(T)","LifetimeOpt(T) ? {`llvm.lifetime.start`(sizeof(T)), `llvm.lifetime.end`(sizeof(T))}","CursiveSpecification.md:28248",""
"Phase 4 - Lower and Emit","complete","LLVMToolchain","LLVMToolchain = ""21.1.8""","CursiveSpecification.md:28252","C:/Dev/Cursive/cursive/include/05_codegen/llvm/llvm_module.h:47; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:73; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:74"
"Phase 4 - Lower and Emit","complete","LLVMTyJudg","LLVMTyJudg = {LLVMTy(T) ? ?}","CursiveSpecification.md:28256","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2359"
"Phase 4 - Lower and Emit","complete","LLVMZST","LLVMZST = {}","CursiveSpecification.md:28258","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:85; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:86"
"Phase 4 - Lower and Emit","complete","Pad(n)","Pad(n) =
 []        if n = 0
 [n ? i8]  if n ? 0","CursiveSpecification.md:28259-28261","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:63; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:66; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:162; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:165"
"Phase 4 - Lower and Emit","incorrect","LLVMPrim(name)","LLVMPrim(name) =
 i8        if name ? {i8, u8}
 i16       if name ? {i16, u16}
 i32       if name ? {i32, u32}
 i64       if name ? {i64, u64}
 i128      if name ? {i128, u128}
 `half`    if name = f16
 `float`   if name = f32
 `double`  if name = f64
 i8        if name = `bool`
 i32       if name = `char`
 i64       if name ? {`usize`, `isize`}
 LLVMZST   if name ? {`()`, `!`}
 ?         otherwise","CursiveSpecification.md:28263-28276","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:96; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:126; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:131"
"Phase 4 - Lower and Emit","complete","LLVMStruct([t_1, ?, t_k])","LLVMStruct([t_1, ?, t_k]) = { t_1, ?, t_k }","CursiveSpecification.md:28278","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:151; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:154"
"Phase 4 - Lower and Emit","complete","LLVMArray(n, t)","LLVMArray(n, t) = [n ? t]
LLVMArrayConst(n, t, elems) constructor","CursiveSpecification.md:28279-28280","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:157; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:158; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4590"
"Phase 4 - Lower and Emit","complete","SlicePtrTy(T)","SlicePtrTy(T) = LLVMPtrTy(TypeRawPtr(`imm`, T))","CursiveSpecification.md:28281","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:274; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:276; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2417; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2420"
"Phase 4 - Lower and Emit","complete","StructElems([], [], 0)","StructElems([], [], 0) = []","CursiveSpecification.md:28283","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:172; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:181; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:215; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:225"
"Phase 4 - Lower and Emit","complete","StructElems([?f_1, T_1?, ?, ?f_n, T_n?], [o_1, ?, o_n], size)","StructElems([?f_1, T_1?, ?, ?f_n, T_n?], [o_1, ?, o_n], size) = Pad(pad_1) ++ [?_1] ++ ? ++ Pad(pad_n) ++ [?_n] ++ Pad(pad_tail)","CursiveSpecification.md:28284","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:189; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:193; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:215"
"Phase 4 - Lower and Emit","complete","pad_1","pad_1 = o_1","CursiveSpecification.md:28285","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:185; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:188; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:189"
"Phase 4 - Lower and Emit","complete","pad_i","pad_i = o_i - (o_{i-1} + sizeof(T_{i-1}))    for i = 2..n","CursiveSpecification.md:28286","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:188; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:200; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:203"
"Phase 4 - Lower and Emit","complete","pad_tail","pad_tail = size - (o_n + sizeof(T_n))
?_i = LLVMTy(T_i)","CursiveSpecification.md:28287-28288","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:200; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:215"
"Phase 4 - Lower and Emit","complete","TaggedElems(disc, payload_size, payload_align, size)","TaggedElems(disc, payload_size, payload_align, size) = [LLVMTy(disc)] ++ Pad(pad_mid) ++ [LLVMArray(payload_size, i8)] ++ Pad(pad_tail)","CursiveSpecification.md:28290","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:238; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:253; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:259; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:263"
"Phase 4 - Lower and Emit","incorrect","disc_size","disc_size = sizeof(disc)","CursiveSpecification.md:28291","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:241; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:246; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:248"
"Phase 4 - Lower and Emit","complete","payload_off","payload_off = AlignUp(disc_size, payload_align)","CursiveSpecification.md:28292","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:253"
"Phase 4 - Lower and Emit","complete","pad_mid","pad_mid = payload_off - disc_size","CursiveSpecification.md:28293","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:254"
"Phase 4 - Lower and Emit","complete","pad_tail","pad_tail = size - (payload_off + payload_size)","CursiveSpecification.md:28294","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:262; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:263"
"Phase 4 - Lower and Emit","complete","LLVMTy-Prim","**(LLVMTy-Prim)**
T = TypePrim(name)    LLVMPrim(name) = ?
????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28296-28299","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2374; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:93; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_types.cpp:94"
"Phase 4 - Lower and Emit","complete","LLVMTy-Perm","**(LLVMTy-Perm)**
? ? LLVMTy(T) ? ?
???????????????????????????????????????????????
? ? LLVMTy(TypePerm(p, T)) ? ?","CursiveSpecification.md:28301-28304","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2379; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2382"
"Phase 4 - Lower and Emit","complete","LLVMTy-Refine","**(LLVMTy-Refine)**
? ? LLVMTy(T) ? ?
???????????????????????????????????????????????
? ? LLVMTy(TypeRefine(T, P)) ? ?","CursiveSpecification.md:28306-28309","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2384; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2388"
"Phase 4 - Lower and Emit","complete","LLVMTy-Ptr","**(LLVMTy-Ptr)**
T = TypePtr(U, s)    LLVMPtrTy(T) = ?
??????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28311-28314","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2412; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2415"
"Phase 4 - Lower and Emit","complete","LLVMTy-RawPtr","**(LLVMTy-RawPtr)**
T = TypeRawPtr(q, U)    LLVMPtrTy(T) = ?
??????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28316-28319","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2417; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2420"
"Phase 4 - Lower and Emit","complete","LLVMTy-Func","**(LLVMTy-Func)**
T = TypeFunc(params, R)    LLVMPtrTy(T) = ?
??????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28321-28324","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2422; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2425"
"Phase 4 - Lower and Emit","complete","LLVMTy-Closure","**(LLVMTy-Closure)**
T = TypeClosure(params, R, deps_opt)
??????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct([`ptr`, `ptr`])","CursiveSpecification.md:28326-28329","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2427; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2433; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2434"
"Phase 4 - Lower and Emit","complete","LLVMTy-Alias","**(LLVMTy-Alias)**
T = TypePath(p)    AliasBody(p) = ty    ? ? LLVMTy(ty) ? ?
??????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? ?","CursiveSpecification.md:28331-28334","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2643; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2645; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2660"
"Phase 4 - Lower and Emit","complete","LLVMTy-Record","**(LLVMTy-Record)**
T = TypePath(p)    RecordDecl(p) = R    Fields(R) = fields    RecordLayout(fields) ? ?size, _, offsets?    StructElems(fields, offsets, size) = elems
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
? ? LLVMTy(T) ? LLVMStruct(elems)","CursiveSpecification.md:28336-28339","C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2556; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2594; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2597; C:/Dev/Cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:2602"
