"implemented","rule name","rule content","spec location","compiler location"
"","LLVMCall-SRet","**(LLVMCall-SRet)**
⟨[k_1, …, k_n], k_r, sretSigma⟩ = ABICall([⟨m_1, T_1⟩, …, ⟨m_n, T_n⟩], R)    k_r = `SRet`    sret_param = LLVMPtrTy(TypePtr(TypePerm(`unique`, R), `Valid`))    A_sret = {`sret`, `noalias`} ∪ LLVMPtrAttrs(TypePtr(TypePerm(`unique`, R), `Valid`))    ∀ i, Γ ⊢ LLVMArgLower(x_i, T_i, k_i) ⇓ ⟨τ_i, A_i⟩    Γ ⊢ LLVMRetLower(R, `SRet`) ⇓ `void`
────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ LLVMCallSig([⟨m_1, x_1, T_1⟩, …, ⟨m_n, x_n, T_n⟩], R) ⇓ ⟨[sret_param] ++ LLVMArgList([⟨m_1, x_1, T_1⟩, …, ⟨m_n, x_n, T_n⟩], [k_1, …, k_n]), `void`, [A_sret] ++ LLVMAttrList([⟨m_1, x_1, T_1⟩, …, ⟨m_n, x_n, T_n⟩], [k_1, …, k_n]), true⟩","CursiveSpecification.md:29026-29029",""
"","ByRefAccess(T)","ByRefAccess(T) =
 `rw`    if PermOf(T) = `unique`
 `ro`    otherwise","CursiveSpecification.md:29031-29033",""
"","LLVMArgLower-Err","**(LLVMArgLower-Err)**
LLVMArgLower(x, T, k) undefined
───────────────────────────────────────
Γ ⊢ LLVMArgLower(x, T, k) ⇑","CursiveSpecification.md:29035-29038",""
"","LLVMRetLower-Err","**(LLVMRetLower-Err)**
LLVMRetLower(T, k) undefined
──────────────────────────────────
Γ ⊢ LLVMRetLower(T, k) ⇑","CursiveSpecification.md:29040-29043",""
"","LLVMCall-Err","**(LLVMCall-Err)**
LLVMCallSig(params, ret) undefined
──────────────────────────────────────
Γ ⊢ LLVMCallSig(params, ret) ⇑","CursiveSpecification.md:29045-29048",""
"","VTableJudg","VTableJudg = {EmitVTable(T, Cl) ⇓ IRDecl, EmitDropGlue(T) ⇓ IRDecl, DropGlueSym(T) ⇓ sym}","CursiveSpecification.md:29052",""
"","DropGlueSym(T)","DropGlueSym(T) = PathSig([""cursive"", ""runtime"", ""drop""] ++ PathOfType(T))","CursiveSpecification.md:29054",""
"","VTableHeader(T)","VTableHeader(T) = [sizeof(T), alignof(T), DropGlueSym(T)]","CursiveSpecification.md:29055",""
"","PtrTy","PtrTy = LLVMPtrTy(TypeRawPtr(`imm`, TypePrim(""()"")))","CursiveSpecification.md:29056",""
"","k","k = |VTable(T, Cl)|","CursiveSpecification.md:29057",""
"","VTableTy(Cl)","VTableTy(Cl) = LLVMStruct([LLVMTy(TypePrim(""usize"")), LLVMTy(TypePrim(""usize"")), PtrTy] ++ [PtrTy]^k)","CursiveSpecification.md:29058",""
"","GlobalVTable : Symbol × Header × Slots → IRDecl","GlobalVTable : Symbol × Header × Slots → IRDecl","CursiveSpecification.md:29059",""
"","LLVMGlobalVTable : Symbol × Header × Slots → LLVMDecl","LLVMGlobalVTable : Symbol × Header × Slots → LLVMDecl","CursiveSpecification.md:29060",""
"","VTableSlots(T, Cl)","VTableSlots(T, Cl) = [DispatchSym(T, Cl, m.name) | m ∈ VTableEligible(Cl)]","CursiveSpecification.md:29062",""
"","DropGlueSpec(T, IR)","DropGlueSpec(T, IR) ⇔ ∀ σ, addr, v. LookupVal(σ, ""data"") = RawPtr(`imm`, addr) ∧ ReadAddr(σ, addr) = v ⇒ (ExecIRSigma(IR, σ) ⇓ (out, σ') ∧ Γ ⊢ DropValue(T, v, ∅) ⇓ σ')","CursiveSpecification.md:29064",""
"","Γ","Γ ⊢ DropGlueIR(T) ⇓ IR ⇔ DropGlueSpec(T, IR)","CursiveSpecification.md:29065",""
"","EmitDropGlue-Decl","**(EmitDropGlue-Decl)**
Γ ⊢ DropGlueSym(T) ⇓ sym    Γ ⊢ DropGlueIR(T) ⇓ IR_drop
───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EmitDropGlue(T) ⇓ ProcIR(sym, [⟨`move`, `data`, TypeRawPtr(`imm`, TypePrim(""()""))⟩, PanicOutParam], TypePrim(""()""), IR_drop)","CursiveSpecification.md:29067-29070",""
"","EmitVTable-Err","**(EmitVTable-Err)**
EmitVTable(T, Cl) undefined
──────────────────────────────
Γ ⊢ EmitVTable(T, Cl) ⇑","CursiveSpecification.md:29072-29075",""
"","LiteralEmitJudg","LiteralEmitJudg = {EmitLiteralData(kind, bytes) ⇓ IRDecl, EmitStringLit(lit) ⇓ sym, EmitBytesLit(lit) ⇓ sym}","CursiveSpecification.md:29079",""
"","Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.7 Backend Requirements > 24.7.12 Literal Data Emission paragraph @29081","StringBytes(lit) function","CursiveSpecification.md:29081",""
"","EscapeBytes(e)","EscapeBytes(e) =
  EscapeValue(e)          if e = `""\u{""` h_1 … h_n `""}""`
  [EscapeValue(e)]        otherwise","CursiveSpecification.md:29082-29084",""
"","StringBytesFrom(T, p, q)","StringBytesFrom(T, p, q) =
  []                                                        if p = q
  EscapeBytes(Lexeme(T, p, r)) ++ StringBytesFrom(T, r, q)  if p < q ∧ T[p] = `""\\""` ∧ EscapeMatch(T, p, r)
  EncodeUTF8(T[p]) ++ StringBytesFrom(T, p + 1, q)          if p < q ∧ T[p] ≠ `""\\""`","CursiveSpecification.md:29085-29088",""
"","StringBytes(lit)","StringBytes(lit) = bytes ⇔ lit.kind = StringLiteral ∧ T = Lexeme(lit) ∧ StringBytesFrom(T, 1, |T|-1) = bytes","CursiveSpecification.md:29089",""
"","RawBytes(lit)","RawBytes(lit) = bytes ⇔ lit.kind = BytesLiteral ∧ lit.payload = bytes","CursiveSpecification.md:29090",""
"","RawBytes(lit)","RawBytes(lit) = StringBytes(lit) ⇔ lit.kind = StringLiteral","CursiveSpecification.md:29091",""
"","EmitLiteralData-Decl","**(EmitLiteralData-Decl)**
Γ ⊢ Mangle(LiteralData(kind, bytes)) ⇓ sym
──────────────────────────────────────────────────────────────
Γ ⊢ EmitLiteralData(kind, bytes) ⇓ GlobalConst(sym, bytes)","CursiveSpecification.md:29093-29096",""
"","EmitLiteral-String","**(EmitLiteral-String)**
StringBytes(lit) = bytes    Γ ⊢ Mangle(LiteralData(""string"", bytes)) ⇓ sym
────────────────────────────────────────────────────────────────────
Γ ⊢ EmitStringLit(lit) ⇓ sym
StringBytes(lit) = bytes ⇒ Utf8Valid(bytes)","CursiveSpecification.md:29098-29102",""
"","EmitLiteral-Bytes","**(EmitLiteral-Bytes)**
RawBytes(lit) = bytes    Γ ⊢ Mangle(LiteralData(""bytes"", bytes)) ⇓ sym
──────────────────────────────────────────────────────────────────
Γ ⊢ EmitBytesLit(lit) ⇓ sym
RawBytes(lit) undefined ⇒ EmitBytesLit(lit) undefined","CursiveSpecification.md:29104-29108",""
"","EmitLiteral-Char","**(EmitLiteral-Char)**
T = TypePrim(""char"")    Γ ⊢ EncodeConst(T, lit) ⇓ bytes
─────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EmitLiteralData(""char"", bytes) ⇓ GlobalConst(Mangle(LiteralData(""char"", bytes)), bytes)","CursiveSpecification.md:29110-29113",""
"","EmitLiteral-Int","**(EmitLiteral-Int)**
T = TypePrim(t)    t ∈ IntTypes    Γ ⊢ EncodeConst(T, lit) ⇓ bytes
──────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EmitLiteralData(""int"", bytes) ⇓ GlobalConst(Mangle(LiteralData(""int"", bytes)), bytes)","CursiveSpecification.md:29115-29118",""
"","EmitLiteral-Float","**(EmitLiteral-Float)**
T = TypePrim(t)    t ∈ FloatTypes    Γ ⊢ EncodeConst(T, lit) ⇓ bytes
────────────────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ EmitLiteralData(""float"", bytes) ⇓ GlobalConst(Mangle(LiteralData(""float"", bytes)), bytes)","CursiveSpecification.md:29120-29123",""
"","EmitLiteral-Err","**(EmitLiteral-Err)**
EmitLiteralData(kind, bytes) undefined
─────────────────────────────────────────
Γ ⊢ EmitLiteralData(kind, bytes) ⇑","CursiveSpecification.md:29125-29128",""
"","PoisonJudg","PoisonJudg = {PoisonFlag(m) ⇓ sym, CheckPoison(m) ⇓ IR, SetPoison(m) ⇓ IR}","CursiveSpecification.md:29132",""
"","PoisonSet(m)","PoisonSet(m) = {m} ∪ {x | Reachable(x, m, E_val^{eager})}","CursiveSpecification.md:29134",""
"","PoisonFlag-Decl","**(PoisonFlag-Decl)**
──────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ PoisonFlag(m) ⇓ PathSig([""cursive"", ""runtime"", ""poison""] ++ PathOfModule(m))","CursiveSpecification.md:29136-29138",""
"","PoisonFlagDecl(m)","PoisonFlagDecl(m) = GlobalZero(PoisonFlag(m), sizeof(TypePrim(""bool"")))","CursiveSpecification.md:29140",""
"","StaticType(PoisonFlag(m))","StaticType(PoisonFlag(m)) = TypePrim(""bool"")","CursiveSpecification.md:29141",""
"","Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.7 Backend Requirements > 24.7.13 Poisoning Instrumentation paragraph @29143","When `HostedStateSym(Project(Γ), PoisonFlag(m))` holds, `PoisonFlagDecl(m)` denotes the per-session poison-flag template for module `m`.","CursiveSpecification.md:29143",""
"","CheckPoison-Use","**(CheckPoison-Use)**
PoisonFlag(m) ⇓ sym
────────────────────────────────────
Γ ⊢ CheckPoison(m) ⇓ IR
Γ ⊢ CheckPoison(m) ⇓ IR ⇔ ∀ σ. (ReadAddr(σ, AddrOfSym(PoisonFlag(m))) ≠ 0 ⇒ ∃ σ'. ExecIRSigma(IR, σ) ⇓ (Ctrl(Panic), σ') ∧ ExecIRSigma(LowerPanic(InitPanic(m)), σ) ⇓ (Ctrl(Panic), σ')) ∧ (ReadAddr(σ, AddrOfSym(PoisonFlag(m))) = 0 ⇒ ExecIRSigma(IR, σ) ⇓ (Val(()), σ))","CursiveSpecification.md:29145-29149",""
"","Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.7 Backend Requirements > 24.7.13 Poisoning Instrumentation paragraph @29151","Within hosted-library session execution, the `AddrOfSym(PoisonFlag(m))` and `StoreGlobal(sym_i, 1)` occurrences in this subsection are interpreted by §§24.4.1 and 24.7.8 so that each live hosted session owns an independent poison flag for every hosted-state module.","CursiveSpecification.md:29151",""
"","SetPoison-OnInitFail","**(SetPoison-OnInitFail)**
PoisonSet(m) = {m_1, …, m_k}    ∀ i, PoisonFlag(m_i) ⇓ sym_i
──────────────────────────────────────────────────────────────────────────────────────────────
Γ ⊢ SetPoison(m) ⇓ SeqIR(StoreGlobal(sym_1, 1), …, StoreGlobal(sym_k, 1))","CursiveSpecification.md:29153-29156",""
"","PoisonFlag-Err","**(PoisonFlag-Err)**
PoisonFlag(m) undefined
──────────────────────────
Γ ⊢ PoisonFlag(m) ⇑","CursiveSpecification.md:29158-29161",""
"","CheckPoison-Err","**(CheckPoison-Err)**
CheckPoison(m) undefined
──────────────────────────
Γ ⊢ CheckPoison(m) ⇑","CursiveSpecification.md:29163-29166",""
"","SetPoison-Err","**(SetPoison-Err)**
SetPoison(m) undefined
───────────────────────
Γ ⊢ SetPoison(m) ⇑","CursiveSpecification.md:29168-29171",""
"","Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.8 Output and Backend Diagnostics paragraph @29175","This section owns output-pipeline and backend-emission diagnostics defined by Chapter 24.","CursiveSpecification.md:29175",""
"","`E-OUT-0401`","Code=`E-OUT-0401` | Severity=Error | Detection=Compile-time | Condition=Failed to create output directory","CursiveSpecification.md:29179",""
"","`E-OUT-0402`","Code=`E-OUT-0402` | Severity=Error | Detection=Compile-time | Condition=Failed to emit object file (codegen or write)","CursiveSpecification.md:29180",""
"","`E-OUT-0403`","Code=`E-OUT-0403` | Severity=Error | Detection=Compile-time | Condition=Failed to emit IR/bitcode (codegen, assemble, tool resolution, or write)","CursiveSpecification.md:29181",""
"","`E-OUT-0404`","Code=`E-OUT-0404` | Severity=Error | Detection=Compile-time | Condition=Final artifact tool invocation failed","CursiveSpecification.md:29182",""
"","`E-OUT-0405`","Code=`E-OUT-0405` | Severity=Error | Detection=Compile-time | Condition=Required linker or archiver tool not found","CursiveSpecification.md:29183",""
"","`E-OUT-0406`","Code=`E-OUT-0406` | Severity=Error | Detection=Compile-time | Condition=Output path collision detected","CursiveSpecification.md:29184",""
"","`E-OUT-0407`","Code=`E-OUT-0407` | Severity=Error | Detection=Compile-time | Condition=Runtime library missing or unreadable","CursiveSpecification.md:29185",""
"","`E-OUT-0408`","Code=`E-OUT-0408` | Severity=Error | Detection=Compile-time | Condition=Runtime library missing required symbol(s)","CursiveSpecification.md:29186",""
"","`E-OUT-0409`","Code=`E-OUT-0409` | Severity=Error | Detection=Compile-time | Condition=Selected target profile does not support requested final artifact","CursiveSpecification.md:29187",""
"","`E-OUT-0410`","Code=`E-OUT-0410` | Severity=Error | Detection=Compile-time | Condition=LLVM type mapping failed","CursiveSpecification.md:29188",""
"","`E-OUT-0411`","Code=`E-OUT-0411` | Severity=Error | Detection=Compile-time | Condition=LLVM IR lowering failed","CursiveSpecification.md:29189",""
"","`E-OUT-0412`","Code=`E-OUT-0412` | Severity=Error | Detection=Compile-time | Condition=Binding storage/validity lowering failed","CursiveSpecification.md:29190",""
"","`E-OUT-0413`","Code=`E-OUT-0413` | Severity=Error | Detection=Compile-time | Condition=LLVM call ABI lowering failed","CursiveSpecification.md:29191",""
"","`E-OUT-0414`","Code=`E-OUT-0414` | Severity=Error | Detection=Compile-time | Condition=VTable emission failed","CursiveSpecification.md:29192",""
"","`E-OUT-0415`","Code=`E-OUT-0415` | Severity=Error | Detection=Compile-time | Condition=Literal data emission failed","CursiveSpecification.md:29193",""
"","`E-OUT-0416`","Code=`E-OUT-0416` | Severity=Error | Detection=Compile-time | Condition=Runtime built-in symbol resolution failed","CursiveSpecification.md:29194",""
"","`E-OUT-0417`","Code=`E-OUT-0417` | Severity=Error | Detection=Compile-time | Condition=Entrypoint or context construction lowering failed","CursiveSpecification.md:29195",""
"","`E-OUT-0418`","Code=`E-OUT-0418` | Severity=Error | Detection=Compile-time | Condition=Poisoning instrumentation failed","CursiveSpecification.md:29196",""
"","Cursive Language Specification > Appendix A. Diagnostic Index paragraph @29200","Informative. Appendix A is an index of diagnostics defined by the owning construct sections. It does not define diagnostic conditions canonically.","CursiveSpecification.md:29200",""
"","Cursive Language Specification > Appendix A. Diagnostic Index paragraph @29202","Only sections that define named diagnostics are listed below.","CursiveSpecification.md:29202",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29204","- `§3.8 Project Diagnostics`: `E-PRJ-0101`, `E-PRJ-0102`, `E-PRJ-0103`, `E-PRJ-0104`, `E-PRJ-0110`, `E-PRJ-0111`, `E-PRJ-0201`, `E-PRJ-0202`, `E-PRJ-0203`, `E-PRJ-0204`, `E-PRJ-0205`, `E-PRJ-0206`, `E-PRJ-0207`, `E-PRJ-0208`, `E-PRJ-0209`, `E-PRJ-0210`, `E-PRJ-0301`, `E-PRJ-0302`, `E-PRJ-0303`, `E-PRJ-0304`, `E-PRJ-0305`","CursiveSpecification.md:29204",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29205","- `§4.3 Source Loading and Lexical Diagnostics`: `E-SRC-0101`, `E-SRC-0102`, `E-SRC-0103`, `E-SRC-0104`, `E-SRC-0301`, `E-SRC-0302`, `E-SRC-0303`, `E-SRC-0304`, `E-SRC-0306`, `E-SRC-0307`, `E-SRC-0308`, `E-SRC-0309`, `E-SRC-0310`, `E-SRC-0311`, `W-SRC-0101`, `W-SRC-0301`, `W-SRC-0308`","CursiveSpecification.md:29205",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29206","- `§5.10 Parsing Diagnostics Supplement`: `E-CNF-0401`, `E-SRC-0510`, `E-SRC-0520`, `E-SRC-0521`","CursiveSpecification.md:29206",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29207","- `§6.6 Runtime State and Memory Diagnostics`: `E-MEM-1206`, `E-MEM-1207`, `E-MEM-1208`, `E-MEM-3001`, `E-MEM-3003`, `E-MEM-3004`, `E-MEM-3005`, `E-MEM-3006`, `E-MEM-3007`, `E-MEM-3020`, `E-MEM-3021`, `E-MEM-3030`","CursiveSpecification.md:29207",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29208","- `§7.8 Name Resolution and Reserved Name Diagnostics`: `E-CNF-0403`, `E-CNF-0404`, `E-CNF-0405`, `E-CNF-0406`, `E-MOD-1203`, `E-MOD-1207`, `E-MOD-1301`, `E-MOD-1302`, `E-MOD-1303`, `E-MOD-1306`, `E-MOD-1307`","CursiveSpecification.md:29208",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29209","- `§8.5 Core Type Diagnostics`: `E-TYP-1506`, `E-TYP-1520`, `E-TYP-1521`, `E-TYP-1530`, `E-TYP-1531`","CursiveSpecification.md:29209",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29210","- `§9.1.7 Attribute Syntax and Placement`: `E-MOD-2450`, `E-MOD-2451`, `E-MOD-2452`","CursiveSpecification.md:29210",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29211","- `§9.2.7 Vendor Attributes`: `E-CNF-0402`","CursiveSpecification.md:29211",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29212","- `§9.3.7 Layout Attributes`: `E-MOD-2453`, `E-MOD-2454`, `E-MOD-2455`, `E-TYP-2105`, `W-MOD-2451`","CursiveSpecification.md:29212",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29213","- `§9.4.7 Optimization Attributes`: `W-MOD-2452`","CursiveSpecification.md:29213",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29214","- `§9.5.7 Diagnostics and Metadata Attributes`: `W-CNF-0601`, `E-CON-0410`, `E-CON-0411`, `E-CON-0412`, `W-CON-0401`, `E-MOD-2456`, `E-MOD-2457`, `E-MOD-2458`, `E-MOD-2459`","CursiveSpecification.md:29214",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29215","- `§10.4.7 Permission Admissibility`: `E-TYP-1601`, `E-TYP-1602`, `E-TYP-1603`, `E-TYP-1604`, `E-TYP-1605`","CursiveSpecification.md:29215",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29216","- `§11.1.7 Import Declarations`: `E-MOD-1202`","CursiveSpecification.md:29216",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29217","- `§11.2.7 Using Declarations`: `E-MOD-1204`, `E-MOD-1205`, `E-MOD-1206`, `W-MOD-1201`","CursiveSpecification.md:29217",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29218","- `§11.3.7 Static Declarations`: `E-TYP-1505`, `E-MOD-2402`, `E-MOD-2433`","CursiveSpecification.md:29218",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29219","- `§11.5.7 Module and File Aggregation`: `E-MOD-1104`, `E-MOD-1105`, `E-MOD-1106`, `W-MOD-1101`, `E-MOD-1201`, `E-MOD-1304`, `E-MOD-1401`","CursiveSpecification.md:29219",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29220","- `§12.2.7 Tuples`: `E-TYP-1801`, `E-TYP-1802`, `E-TYP-1803`, `E-SEM-2524`","CursiveSpecification.md:29220",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29221","- `§12.6.7 Records`: `E-TYP-1901`, `E-TYP-1902`, `E-TYP-1903`, `E-TYP-1904`, `E-TYP-1905`, `E-TYP-1906`, `E-TYP-1907`, `E-TYP-1911`","CursiveSpecification.md:29221",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29222","- `§12.7.7 Enums`: `E-TYP-1920`, `E-TYP-1921`, `E-TYP-1922`, `E-TYP-1923`","CursiveSpecification.md:29222",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29223","- `§12.10 Data Type Diagnostics Supplement`: `E-TYP-1810`, `E-TYP-1812`, `E-TYP-1820`, `E-TYP-1821`, `E-TYP-2201`, `E-TYP-2202`","CursiveSpecification.md:29223",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29224","- `§13.12 Modal and Pointer Diagnostics Supplement`: `E-TYP-2050`, `E-TYP-2051`, `E-TYP-2052`, `E-TYP-2053`, `E-TYP-2054`, `E-TYP-2055`, `E-TYP-2056`, `E-TYP-2057`, `E-TYP-2058`, `E-TYP-2059`, `E-TYP-2060`, `E-TYP-2061`, `E-TYP-2062`, `E-TYP-2063`, `E-TYP-2064`, `E-TYP-2065`, `E-TYP-2070`, `E-TYP-2071`, `E-TYP-2072`, `E-TYP-2073`, `W-SYS-4010`, `E-TYP-2101`, `E-TYP-2102`, `E-TYP-2103`, `E-TYP-2104`","CursiveSpecification.md:29224",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29225","- `§14.11 Refinement and Polymorphism Diagnostics Supplement`: `E-TYP-1953`, `E-TYP-1954`, `E-TYP-1955`, `E-TYP-1956`, `E-TYP-1957`, `P-TYP-1953`, `E-TYP-2301`, `E-TYP-2302`, `E-TYP-2303`, `E-TYP-2304`, `E-TYP-2305`, `E-TYP-2307`, `E-TYP-2308`, `E-TYP-2401`, `E-TYP-2402`, `E-TYP-2403`, `E-TYP-2404`, `E-TYP-2405`, `E-TYP-2406`, `E-TYP-2407`, `E-TYP-2408`, `E-TYP-2409`, `E-TYP-2500`, `E-TYP-2501`, `E-TYP-2502`, `E-TYP-2503`, `E-TYP-2504`, `E-TYP-2505`, `E-TYP-2506`, `E-TYP-2507`, `E-TYP-2508`, `E-TYP-2509`, `E-TYP-2510`, `E-TYP-2511`, `E-TYP-2512`, `E-TYP-2530`, `E-TYP-2531`, `E-TYP-2540`, `E-TYP-2541`, `E-TYP-2542`, `E-TYP-2621`, `E-TYP-2622`, `E-UNS-0105`, `E-UNS-0106`","CursiveSpecification.md:29225",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29226","- `§15.10 Procedure, Contract, and Entry Diagnostics Supplement`: `E-TYP-1507`, `E-TYP-1912`, `E-MOD-2411`, `E-MOD-2430`, `E-MOD-2431`, `E-MOD-2432`, `E-MOD-2434`, `E-CON-0415`, `E-CON-0416`, `P-SEM-2850`, `E-SEM-2801`, `E-SEM-2802`, `E-SEM-2803`, `E-SEM-2804`, `E-SEM-2805`, `E-SEM-2806`, `E-SEM-2807`, `E-SEM-2820`, `E-SEM-2821`, `E-SEM-2822`, `E-SEM-2823`, `E-SEM-2824`, `E-SEM-2830`, `E-SEM-2831`, `E-SEM-3004`","CursiveSpecification.md:29226",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29227","- `§16.10 Expression Diagnostics Supplement`: `E-SEM-2527`, `E-SEM-2531`, `E-SEM-2532`, `E-SEM-2533`, `E-SEM-2534`, `E-SEM-2535`, `E-SEM-2536`, `E-SEM-2538`, `E-SEM-2539`, `E-SEM-2591`, `E-MEM-3031`, `E-UNS-0102`, `E-UNS-0103`, `E-UNS-0104`, `E-UNS-0107`, `W-SAFE-0100`","CursiveSpecification.md:29227",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29228","- `§17.7 Pattern Diagnostics Supplement`: `E-SEM-2705`, `E-SEM-2711`, `E-SEM-2713`, `E-SEM-2721`, `E-SEM-2722`, `E-SEM-2731`","CursiveSpecification.md:29228",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29229","- `§18.11 Statement Diagnostics Supplement`: `E-MOD-2401`, `E-SEM-3011`, `E-SEM-3012`, `E-SEM-3131`, `E-SEM-3132`, `E-SEM-3133`, `E-SEM-3151`, `E-SEM-3152`, `E-SEM-3161`, `E-SEM-3162`, `E-SEM-3163`, `E-SEM-3165`","CursiveSpecification.md:29229",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29230","- `§19.1.7 Key Paths`: `E-CON-0002`, `E-CON-0003`, `E-CON-0030`, `E-CON-0033`, `E-CON-0034`, `E-CON-0083`","CursiveSpecification.md:29230",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29231","- `§19.2.7 Key Acquisition Blocks`: `E-CON-0001`, `E-CON-0004`, `E-CON-0006`, `E-CON-0031`, `E-CON-0032`, `E-CON-0070`, `E-CON-0085`, `E-CON-0086`, `W-CON-0001`, `W-CON-0002`, `W-CON-0003`, `W-CON-0009`","CursiveSpecification.md:29231",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29232","- `§19.3.7 Conflict Detection`: `E-CON-0005`, `E-CON-0010`, `E-CON-0014`, `E-CON-0060`, `W-CON-0004`, `W-CON-0006`, `W-CON-0013`","CursiveSpecification.md:29232",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29233","- `§19.4.7 Nested Release`: `E-CON-0011`, `E-CON-0012`, `E-CON-0017`, `E-CON-0018`, `W-CON-0005`, `W-CON-0010`, `W-CON-0011`, `W-CON-0012`","CursiveSpecification.md:29233",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29234","- `§19.5.7 Speculative Execution`: `E-CON-0090`, `E-CON-0091`, `E-CON-0092`, `E-CON-0093`, `E-CON-0094`, `E-CON-0095`, `E-CON-0096`, `W-CON-0020`, `W-CON-0021`","CursiveSpecification.md:29234",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29235","- `§19.6.7 Dynamic Key Verification`: `E-CON-0020`, `I-CON-0011`, `I-CON-0013`","CursiveSpecification.md:29235",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29236","- `§20.1.7 Parallel Blocks`: `E-CON-0101`, `E-CON-0102`, `E-CON-0103`","CursiveSpecification.md:29236",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29237","- `§20.2.7 Execution Domains`: `E-CON-0150`, `E-CON-0154`, `E-CON-0155`, `E-CON-0156`, `E-CON-0157`, `E-CON-0158`, `E-TYP-2640`, `E-TYP-2641`, `E-TYP-2642`","CursiveSpecification.md:29237",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29238","- `§20.3.7 Capture Semantics`: `E-CON-0120`, `E-CON-0121`, `E-CON-0122`, `E-CON-0131`, `E-CON-0151`, `E-CON-0153`","CursiveSpecification.md:29238",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29239","- `§20.4.7 Spawn`: `E-CON-0130`","CursiveSpecification.md:29239",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29240","- `§20.5.7 Dispatch`: `E-CON-0140`, `E-CON-0141`, `E-CON-0142`, `E-CON-0143`, `W-CON-0140`","CursiveSpecification.md:29240",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29241","- `§20.8.7 Determinism and Nesting`: `E-CON-0152`","CursiveSpecification.md:29241",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29242","- `§20.9 Structured Parallelism Diagnostics Supplement`: `P-SEM-2862`","CursiveSpecification.md:29242",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29243","- `§21.1.7 Async Type`: `E-CON-0201`","CursiveSpecification.md:29243",""
"","Cursive Language Specification > Appendix A. Diagnostic Index bullet @29244","- `§21.2.7 Suspension Forms`: `E-CON-0132`, `E-CON-0210`, `E-CON-0211`, `E-CON-0220`, `E-CON-0221`, `E-CON-0222`, `E-CON-0225`","CursiveSpecification.md:29244",""
