row_id,task_id,responsibility,shared_work_surface,status,rule name,spec location,compiler location,rule content
7459,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Yield-Release,CursiveSpecification.md:22367,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/yield_expr.cpp:48
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:369
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15170
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15172
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15173",**(Lower-Yield-Release)**
7461,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-YieldFrom,CursiveSpecification.md:22376,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/yield_from_expr.cpp:70
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/yield_from_expr.cpp:96
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:378",**(Lower-YieldFrom)**
7466,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,AsyncComposeIR,CursiveSpecification.md:23284,"/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:387
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:395
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:411
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:418
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:499
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:502","AsyncComposeIR = {SyncLoopIR, RaceInitIR, RaceSelectIR, RaceResumeIR, AllInitIR, AllJoinIR, UntilWaiterIR, AsyncMapIR, AsyncFilterIR, AsyncTakeIR, AsyncFoldIR, AsyncChainIR}"
7469,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Expr-Race-Return,CursiveSpecification.md:23295,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:105
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:258
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:287",**(Lower-Expr-Race-Return)**
7470,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Expr-Race-Stream,CursiveSpecification.md:23302,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:109
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:230
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:256",**(Lower-Expr-Race-Stream)**
7471,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,"For `RaceInitIR(arms, mode)`, lowering MUST:",CursiveSpecification.md:23309,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:119
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/race_expr.cpp:123
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17055
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17255","For `RaceInitIR(arms, mode)`, lowering MUST:"
7474,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 21. Asynchronous Operations > 21.3 Composition Forms > 21.3.6 Lowering requirement 3,CursiveSpecification.md:23312,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17055
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17255
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17324
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17356","3. for streaming mode, allocate race-stream suspension state containing the live arm vector and the yielded-arm index."
7475,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,`RaceResumeIR` MUST lower streaming-race resumption according to **(EvalSigma-Race-Stream-Resume)**.,CursiveSpecification.md:23314,"/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:405
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:411
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17055",`RaceResumeIR` MUST lower streaming-race resumption according to **(EvalSigma-Race-Stream-Resume)**.
7476,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Expr-All,CursiveSpecification.md:23316,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/all_expr.cpp:65
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/all_expr.cpp:69
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/all_expr.cpp:122",**(Lower-Expr-All)**
7477,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,`AllJoinIR` MUST preserve expression order in the result tuple and MUST cancel unfinished operands on the first failure.,CursiveSpecification.md:23321,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17675
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17680
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17763
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:17791",`AllJoinIR` MUST preserve expression order in the result tuple and MUST cancel unfinished operands on the first failure.
7478,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Async combinators lower to wrapper async state machines around their source operand:,CursiveSpecification.md:23323,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:372
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:393
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8032",Async combinators lower to wrapper async state machines around their source operand:
7479,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Async-Map,CursiveSpecification.md:23325,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:393
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8549
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8578",**(Lower-Async-Map)**
7480,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Async-Filter,CursiveSpecification.md:23330,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:393
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8582
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8617",**(Lower-Async-Filter)**
7481,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Async-Take,CursiveSpecification.md:23335,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:393
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8625
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8657",**(Lower-Async-Take)**
7482,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Async-Fold,CursiveSpecification.md:23340,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:393
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8670
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8757",**(Lower-Async-Fold)**
7483,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Async-Chain,CursiveSpecification.md:23345,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/method_call.cpp:393
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8772
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8811",**(Lower-Async-Chain)**
7484,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,"Each wrapper lowering MUST delegate to the source async via `resume`, store its local wrapper state in the generated asy",CursiveSpecification.md:23350,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8531
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8549
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:8684","Each wrapper lowering MUST delegate to the source async via `resume`, store its local wrapper state in the generated async frame, and preserve the dynamic semantics of §21.3.5 exactly."
7485,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,AsyncStateMachineJudg,CursiveSpecification.md:23485,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1065
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1132
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4451","AsyncStateMachineJudg = {LowerAsyncProc, LowerAsyncResume}"
7486,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,AsyncProcIR,CursiveSpecification.md:23486,"/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:429
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:438
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:499
/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:505","AsyncProcIR = {AsyncFrameInitIR, AsyncResumeSwitchIR, AsyncSuspendStateIR, AsyncCompleteStateIR, AsyncFailStateIR}"
7487,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Lower-Async-Proc,CursiveSpecification.md:23493,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1065
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1069
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1129
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1132",**(Lower-Async-Proc)**
7488,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,`AsyncFrameInitIR` MUST:,CursiveSpecification.md:23501,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1065
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4363
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4474",`AsyncFrameInitIR` MUST:
7489,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 21. Asynchronous Operations > 21.4 Async State Machine > 21.4.6 Lowering requirement 1,CursiveSpecification.md:23502,"/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1071
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1078
/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_proc.cpp:1129","1. evaluate arguments left-to-right,"
7490,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 21. Asynchronous Operations > 21.4 Async State Machine > 21.4.6 Lowering requirement 2,CursiveSpecification.md:23503,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4373
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15046
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15723","2. allocate the async frame,"
7491,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 21. Asynchronous Operations > 21.4 Async State Machine > 21.4.6 Lowering requirement 3,CursiveSpecification.md:23504,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15108
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15163
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15785
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15840","3. copy or move captured values into `FrameSlots(proc)`,"
7492,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 21. Asynchronous Operations > 21.4 Async State Machine > 21.4.6 Lowering requirement 4,CursiveSpecification.md:23505,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15071
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15748","4. initialize `gen_point` to `g_0`,"
7493,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 21. Asynchronous Operations > 21.4 Async State Machine > 21.4.6 Lowering requirement 5,CursiveSpecification.md:23506,"/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4451
/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:4453",5. enter `AsyncResumeSwitchIR`.
7499,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,`AsyncFailStateIR(f)` MUST execute `defer` blocks and drop live frame slots in reverse cleanup order before materializing `@Failed { error }`. If `AsyncSig(ProcReturn(ret_opt)).4,CursiveSpecification.md:23538,/mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/propagate_expr.cpp:245; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/propagate_expr.cpp:248; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/propagate_expr.cpp:260; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/propagate_expr.cpp:253,"`AsyncFailStateIR(f)` MUST execute `defer` blocks and drop live frame slots in reverse cleanup order before materializing `@Failed { error }`. If `AsyncSig(ProcReturn(ret_opt)).4 = TypePrim(""!"")`, `AsyncFailStateIR(f)` is unreachable and MUST NOT be emitted."
7500,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,AsyncKeyIR,CursiveSpecification.md:23610,/mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:369; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:1056; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:1123; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:1134,"AsyncKeyIR = {SnapshotHeldKeysIR, ReleaseHeldKeysIR, ReacquireHeldKeysIR, StaleValueMarkIR}"
7504,TASK-046,Phase 4 - Lower and Emit,compiler/04_analysis + compiler/05_codegen,incorrect,Lower-Closure-Yield-Shared,CursiveSpecification.md:23633,/mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:14867; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:15372; /mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:369; /mnt/c/dev/cursive/cursive/src/04_analysis/keys/key_lifetimes.cpp:503,**(Lower-Closure-Yield-Shared)**
7505,TASK-046,Phase 4 - Lower and Emit,compiler/04_analysis + compiler/05_codegen,incorrect,Bindings marked by `StaleValueMarkIR` remain usable but MUST continue to trigger the Chapter 19 staleness warning unless,CursiveSpecification.md:23640,/mnt/c/dev/cursive/cursive/src/04_analysis/keys/key_lifetimes.cpp:503; /mnt/c/dev/cursive/cursive/src/04_analysis/keys/key_lifetimes.cpp:519; /mnt/c/dev/cursive/cursive/src/04_analysis/keys/key_lifetimes.cpp:528; /mnt/c/dev/cursive/cursive/src/04_analysis/keys/key_lifetimes.cpp:556; /mnt/c/dev/cursive/cursive/include/05_codegen/ir/ir_model.h:369,Bindings marked by `StaleValueMarkIR` remain usable but MUST continue to trigger the Chapter 19 staleness warning unless suppressed by `[[stale_ok]]`.
7506,TASK-049,Phase 4 - Lower and Emit,compiler/02_source + compiler/05_codegen,incorrect,Compile-time execution is complete before Phase 3 typing and Phase 4 lowering. No runtime IR is emitted directly for:,CursiveSpecification.md:23979,/mnt/c/dev/cursive/cursive/src/02_source/parser/parse_modules.cpp:336; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3842,Compile-time execution is complete before Phase 3 typing and Phase 4 lowering. No runtime IR is emitted directly for:
7509,TASK-049,Phase 4 - Lower and Emit,compiler/02_source + compiler/05_codegen,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.1 Compile-Time Forms > 22.1.6 Lowering bullet @23982,CursiveSpecification.md:23982,/mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:45-143; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3842,- compile-time expressions after literalization or AST substitution
7511,TASK-057,Phase 4 - Lower and Emit,compiler/02_source + compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.2 Compile-Time Capabilities > 22.2.6 Lowering paragraph @24161,CursiveSpecification.md:24161,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_expr.cpp:259; /mnt/c/dev/cursive/cursive/src/04_analysis/typing/type_expr.cpp:262; /mnt/c/dev/cursive/cursive/src/03_comptime/common.cpp:45-54; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3842,Compile-time capabilities introduce no runtime object layout and no runtime symbol requirement beyond the emitted declarations they produce during Phase 2.
7512,TASK-049,Phase 4 - Lower and Emit,compiler/02_source + compiler/05_codegen,incorrect,Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.3 Reflection > 22.3.6 Lowering paragraph @24293,CursiveSpecification.md:24293,/mnt/c/dev/cursive/cursive/src/03_comptime/eval.cpp:247-249; /mnt/c/dev/cursive/cursive/src/03_comptime/eval.cpp:247-249; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3842,Reflection contributes only to Phase 2 evaluation. Reified `Type` values and reflection result arrays do not survive into Phase 4 unless reified into emitted declarations or literalized constants.
7513,TASK-049,Phase 4 - Lower and Emit,compiler/02_source + compiler/05_codegen,incorrect,"Cursive Language Specification > 22. Compile-Time Execution and Metaprogramming > 22.4 Quote, Splice, and Emission > 22.4.6 Lowering paragraph @24426",CursiveSpecification.md:24426,/mnt/c/dev/cursive/cursive/src/03_comptime/quote.cpp:24-40; /mnt/c/dev/cursive/cursive/src/03_comptime/rewrite.cpp:180-232; /mnt/c/dev/cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3877,Quoted and spliced AST fragments affect lowering only through the declarations and expressions present after Phase 2 expansion. No runtime representation of `Ast` survives unless explicitly embedded by emitted declarations.
7546,TASK-048,Phase 4 - Lower and Emit,compiler/05_codegen + compiler/06_driver,incorrect,"For hosted-library thunk and body emission, loads and stores of `HostedStateSym(Project(Γ), sym)` MUST resolve by full s",CursiveSpecification.md:25235,/mnt/c/dev/cursive/cursive/src/06_driver/pipeline.cpp:188; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3154; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:3187; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:18822; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7408,"For hosted-library thunk and body emission, loads and stores of `HostedStateSym(Project(Γ), sym)` MUST resolve by full symbol identity `sym` (including cross-module references) and session context, not by module-local global-declaration presence. When `HostedStateSym(Project(Γ), sym)` holds, a conforming implementation MUST NOT substitute `ZeroValue` or any other default value in place of a failed symbol materialization."
7559,TASK-048,Phase 4 - Lower and Emit,compiler/05_codegen + compiler/06_driver,incorrect,These hosted-export thunks are backend-generated boundary declarations. They are not the same declarations as the user-authored source procedures. A conforming backend MUST emit exactly one hosted-export thunk per `proc,CursiveSpecification.md:25256,/mnt/c/dev/cursive/cursive/src/05_codegen/symbols/mangle.cpp:395; /mnt/c/dev/cursive/cursive/src/05_codegen/symbols/mangle.cpp:397; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:167; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:189; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7269; /mnt/c/dev/cursive/cursive/include/05_codegen/lower/lower_expr.h:282; /mnt/c/dev/cursive/cursive/src/06_driver/pipeline.cpp:546,"These hosted-export thunks are backend-generated boundary declarations. They are not the same declarations as the user-authored source procedures. A conforming backend MUST emit exactly one hosted-export thunk per `proc ∈ HostExports(P)` in the linked image of `P`, and that thunk MUST use `HostThunkLinkName(proc)` as its foreign symbol while calls from Cursive code continue to target the source procedure body symbol `Mangle(proc)`. A conforming implementation MUST NOT expose `Mangle(proc)` itself as the hosted foreign entrypoint for `proc`; foreign code enters only through the generated thunk."
7563,TASK-046,Phase 4 - Lower and Emit,compiler/04_analysis + compiler/05_codegen,incorrect,Cursive Language Specification > 23. Foreign Function Interface > 23.4 FFI Attributes > 23.4.4 Static Semantics > 23.4.4.1 `[[mangle]]` requirement 4,CursiveSpecification.md:25314,/mnt/c/dev/cursive/cursive/src/04_analysis/typing/item/procedure_decl.cpp:854; /mnt/c/dev/cursive/cursive/src/04_analysis/attributes/attribute_registry.cpp:619; /mnt/c/dev/cursive/cursive/src/05_codegen/symbols/mangle.cpp:120,4. String mode MUST be non-empty and valid for the target linker.
7567,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,Cursive Language Specification > 23. Foreign Function Interface > 23.4 FFI Attributes > 23.4.4 Static Semantics > 23.4.4.5 `[[host_export]]` requirement 4,CursiveSpecification.md:25386,/mnt/c/dev/cursive/cursive/src/05_codegen/lower/lower_module.cpp:946; /mnt/c/dev/cursive/cursive/src/05_codegen/symbols/mangle.cpp:395; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:167; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:189; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_emit.cpp:7269,4. `[[host_export]]` implies external linkage through the hosted-export thunk defined in §23.3.13. The source procedure body continues to use ordinary visibility-based linkage for Cursive calls; `[[host_export]]` alone does not make the source procedure body symbol the foreign entrypoint.
7588,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,"Cursive Language Specification > 24. Common Lowering, Program Lifecycle, and Backend > 24.1 Shared Lowering Judgments paragraph @25891",CursiveSpecification.md:25891,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/lower_module.cpp:1060; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/lower_proc.cpp:801; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/stmt/stmt_common.cpp:299; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/block_expr.cpp:136,"Feature-local lowering rules are defined by the owning feature sections in Chapters 12 through 22. This section defines only the shared lowering interface, correctness obligations, and project/module composition rules used by those feature-owned derivations."
7591,TASK-062,Phase 4 - Lower and Emit,compiler/01_project + compiler/05_codegen + compiler/06_driver,incorrect,ObjTarget,CursiveSpecification.md:25897-25899,/mnt/c/dev/cursive/cursive/src/01_project/target_profile.cpp:179; /mnt/c/dev/cursive/cursive/src/06_driver/pipeline.cpp:665; /mnt/c/dev/cursive/cursive/src/06_driver/pipeline.cpp:681; /mnt/c/dev/cursive/cursive/src/05_codegen/llvm/llvm_module.cpp:77,"ObjTarget = ObjFormatOf(SelectedTargetProfile)
LLVMValid_21.1.8(L) ⇔ L ∈ LLVMIR_21.1.8
∀ IR, L. Γ ⊢ LowerIR(IR) ⇓ L ⇒ LLVMValid_21.1.8(L)"
7592,TASK-052,Phase 4 - Lower and Emit,compiler/00_core + compiler/05_codegen,incorrect,CodegenJudg,CursiveSpecification.md:25903,/mnt/c/Dev/Cursive/cursive/src/00_core/generated/static_rule_registry.inc:1094; /mnt/c/Dev/Cursive/cursive/src/00_core/generated/static_rule_registry.inc:1109; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/lower_module.cpp:1060; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/lower_proc.cpp:801,"CodegenJudg = {CodegenProject, CodegenModule, CodegenItem, CodegenExpr, CodegenStmt, CodegenBlock, CodegenPlace}"
7593,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,IRDefined(IR),CursiveSpecification.md:25905,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/lower_module.cpp:1056; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/stmt/stmt_common.cpp:299; /mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/block_expr.cpp:136,"IRDefined(IR) ⇔ ∀ σ. ∃ out, σ'. ExecIRSigma(IR, σ) ⇓ (out, σ')"
7594,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenExprValCorrect,CursiveSpecification.md:25907,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891,"CodegenExprValCorrect ⇔ ∀ e, IR, v, σ, v', σ'. (Γ ⊢ CodegenExpr(e) ⇓ ⟨IR, v⟩ ∧ Γ ⊢ EvalSigma(e, σ) ⇓ (Val(v'), σ')) ⇒ (ExecIRSigma(IR, σ) ⇓ (Val(v'), σ') ∧ v = v')"
7595,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenExprCtrlCorrect,CursiveSpecification.md:25908,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/expr_common.cpp:3891,"CodegenExprCtrlCorrect ⇔ ∀ e, IR, v, σ, κ, σ'. (Γ ⊢ CodegenExpr(e) ⇓ ⟨IR, v⟩ ∧ Γ ⊢ EvalSigma(e, σ) ⇓ (Ctrl(κ), σ')) ⇒ ExecIRSigma(IR, σ) ⇓ (Ctrl(κ), σ')"
7596,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenStmtCorrect,CursiveSpecification.md:25909,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/stmt/stmt_common.cpp:299,"CodegenStmtCorrect ⇔ ∀ s, IR, σ, sout, σ'. (Γ ⊢ CodegenStmt(s) ⇓ IR ∧ Γ ⊢ ExecSigma(s, σ) ⇓ (sout, σ')) ⇒ ExecIRSigma(IR, σ) ⇓ (sout, σ')"
7597,TASK-043,Phase 4 - Lower and Emit,compiler/05_codegen,incorrect,CodegenBlockValCorrect,CursiveSpecification.md:25910,/mnt/c/Dev/Cursive/cursive/src/05_codegen/lower/expr/block_expr.cpp:136,"CodegenBlockValCorrect ⇔ ∀ b, IR, v, σ, v', σ'. (Γ ⊢ CodegenBlock(b) ⇓ ⟨IR, v⟩ ∧ Γ ⊢ EvalBlockSigma(b, σ) ⇓ (Val(v'), σ')) ⇒ (ExecIRSigma(IR, σ) ⇓ (Val(v'), σ') ∧ v = v')"
